Категория;Название;ID битрикс;Артикул;Цвет;Розничная цена;Производитель;Закупочная цена;Маржа;Супер-дистрибьютор
Массажеры для ног;Массажер для ног HANSUN Foot Gua-Sha Reflexology FC1006;2189;FC1006;бежевый;35900;Hansun;;0;
